cntry,country,essround_yr,age_group,wellbeing_m_minus_w,wellbeing_color,wellbeing_men,wellbeing_woman,media_m_minus_w,media_color,media_men,media_woman,internet_m_minus_w,internet_color,internet_men,internet_woman,relig_m_minus_w,relig_color,relig_men,relig_woman,social_m_minus_w,social_color,social_men,social_woman,finstab_m_minus_w,finstab_color,finstab_men,finstab_woman,conservatism_m_minus_w,conservatism_color,conservatism_men,conservatism_woman,trust_m_minus_w,trust_color,trust_men,trust_woman
RU,Russian Federation,2012,<25,0.21,6,4.33,4.11,-0.21,9.0,2.69,2.9,,,,,-0.23,9,2.51,2.75,0.11,7,3.79,3.68,-0.13,8.0,3.82,3.95,0.11,7,3.99,3.87,-0.06,8,2.73,2.78
RU,Russian Federation,2012,AGGREGATE,0.22,6,3.89,3.67,-0.13,8.0,3.15,3.28,,,,,-0.61,11,2.34,2.95,0.05,7,3.28,3.22,0.42,5.0,3.83,3.41,-0.02,8,4.05,4.07,-0.18,8,2.56,2.73
SE,Sweden,2012,25-39,0.25,6,4.92,4.67,-0.01,8.0,2.6,2.61,,,,,-0.47,10,1.9,2.37,-0.05,8,4.04,4.1,0.13,7.0,4.37,4.24,0.22,6,2.76,2.55,-0.0,8,3.96,3.96
SE,Sweden,2012,40-59,0.19,7,4.94,4.76,0.15,7.0,2.86,2.7,,,,,-0.37,9,1.95,2.32,-0.14,8,3.95,4.09,0.12,7.0,4.78,4.66,0.2,6,2.76,2.56,0.06,7,4.05,3.99
SE,Sweden,2012,60+,0.26,6,4.9,4.64,-0.09,8.0,3.41,3.5,,,,,-0.37,9,2.21,2.58,-0.16,8,3.87,4.02,0.37,6.0,4.48,4.11,0.14,7,3.01,2.87,-0.04,8,3.84,3.88
SE,Sweden,2012,<25,0.18,7,4.94,4.77,0.12,7.0,2.58,2.46,,,,,-0.23,9,1.9,2.13,0.03,7,4.28,4.26,0.3,6.0,4.33,4.03,0.19,7,2.78,2.59,-0.39,9,3.85,4.24
SE,Sweden,2012,AGGREGATE,0.22,6,4.92,4.7,0.04,7.0,2.95,2.91,,,,,-0.37,9,2.02,2.39,-0.11,8,3.99,4.09,0.22,6.0,4.53,4.31,0.18,7,2.85,2.67,-0.05,8,3.93,3.98
SI,Slovenia,2012,25-39,0.08,7,4.72,4.64,0.15,7.0,2.51,2.35,,,,,-0.24,9,2.34,2.58,0.03,7,3.59,3.56,0.15,7.0,4.21,4.07,0.27,6,3.3,3.03,0.02,7,2.85,2.84
SI,Slovenia,2012,40-59,-0.02,8,4.53,4.55,0.1,7.0,2.77,2.67,,,,,-0.34,9,2.55,2.88,0.18,7,3.4,3.22,-0.06,8.0,3.76,3.82,0.14,7,3.37,3.23,-0.08,8,2.68,2.76
SI,Slovenia,2012,60+,0.06,7,4.3,4.23,0.21,6.0,3.51,3.3,,,,,-0.64,11,2.5,3.14,0.12,7,3.17,3.05,0.44,5.0,3.63,3.19,0.23,6,3.66,3.43,-0.11,8,2.81,2.93
SI,Slovenia,2012,<25,0.34,6,5.16,4.82,-0.01,8.0,2.27,2.28,,,,,-0.3,9,2.33,2.63,0.08,7,3.86,3.78,0.21,6.0,4.15,3.95,0.42,5,3.54,3.12,-0.2,9,2.85,3.05
SI,Slovenia,2012,AGGREGATE,0.11,7,4.6,4.49,0.06,7.0,2.85,2.79,,,,,-0.43,10,2.46,2.89,0.15,7,3.44,3.29,0.23,6.0,3.88,3.64,0.21,6,3.45,3.24,-0.09,8,2.78,2.87
SK,Slovakia,2012,25-39,-0.02,8,4.44,4.46,-0.0,8.0,3.26,3.27,,,,,-0.57,10,2.84,3.41,-0.1,8,3.32,3.42,0.14,7.0,3.79,3.64,0.13,7,3.65,3.52,-0.05,8,2.64,2.69
SK,Slovakia,2012,40-59,0.2,6,4.21,4.01,0.16,7.0,3.6,3.43,,,,,-0.73,11,3.06,3.79,-0.02,8,3.12,3.14,0.32,6.0,3.67,3.35,0.06,7,3.64,3.58,0.03,7,2.61,2.58
SK,Slovakia,2012,60+,0.09,7,3.87,3.78,0.17,7.0,4.0,3.82,,,,,-0.77,11,3.5,4.26,0.02,7,2.95,2.94,0.34,6.0,3.09,2.75,0.02,7,3.83,3.82,-0.2,9,2.67,2.87
SK,Slovakia,2012,<25,0.02,7,4.64,4.62,0.18,7.0,3.09,2.91,,,,,-0.83,12,2.72,3.54,-0.14,8,3.67,3.81,0.15,7.0,3.63,3.48,0.1,7,3.61,3.51,0.02,7,2.54,2.52
SK,Slovakia,2012,AGGREGATE,0.15,7,4.21,4.06,0.08,7.0,3.59,3.51,,,,,-0.77,11,3.09,3.86,0.0,7,3.17,3.17,0.34,6.0,3.54,3.19,0.04,7,3.69,3.65,-0.08,8,2.63,2.71
UA,Ukraine,2012,25-39,0.13,7,3.92,3.79,-0.09,8.0,2.86,2.95,,,,,-0.5,10,2.87,3.37,-0.11,8,3.32,3.44,0.11,7.0,3.21,3.1,0.09,7,3.89,3.8,0.02,7,1.95,1.93
UA,Ukraine,2012,40-59,0.02,7,3.56,3.53,0.13,7.0,3.27,3.13,,,,,-0.53,10,2.96,3.49,-0.04,8,3.21,3.25,0.1,7.0,2.93,2.83,0.08,7,4.07,3.99,-0.11,8,1.81,1.92
UA,Ukraine,2012,60+,0.27,6,3.41,3.14,0.11,7.0,3.52,3.4,,,,,-0.94,12,2.79,3.73,-0.05,8,3.18,3.23,0.51,5.0,2.68,2.18,-0.04,8,4.04,4.08,-0.08,8,1.86,1.94
UA,Ukraine,2012,<25,-0.02,8,4.12,4.14,-0.05,8.0,2.78,2.83,,,,,-0.42,10,2.65,3.07,0.03,7,3.73,3.69,0.15,7.0,3.28,3.13,0.1,7,3.75,3.65,-0.22,9,2.03,2.25
UA,Ukraine,2012,AGGREGATE,0.17,7,3.68,3.51,0.01,7.0,3.18,3.16,,,,,-0.67,11,2.84,3.51,-0.03,8,3.3,3.33,0.29,6.0,2.96,2.67,0.03,7,3.97,3.94,-0.07,8,1.89,1.96
XK,Kosovo,2012,25-39,-0.05,8,4.25,4.3,0.22,6.0,3.43,3.21,,,,,-0.09,8,3.76,3.85,0.33,6,3.57,3.24,0.11,7.0,3.17,3.06,-0.12,8,4.03,4.15,-0.05,8,2.44,2.5
XK,Kosovo,2012,40-59,-0.01,8,4.09,4.09,0.4,5.0,3.93,3.53,,,,,-0.2,9,3.66,3.86,0.32,6,3.48,3.16,-0.04,8.0,2.86,2.9,-0.05,8,4.15,4.2,0.05,7,2.59,2.54
XK,Kosovo,2012,60+,-0.06,8,3.73,3.78,0.44,5.0,4.05,3.6,,,,,0.2,6,4.04,3.83,0.3,6,3.17,2.87,0.15,7.0,2.81,2.66,-0.06,8,4.44,4.5,-0.18,8,2.31,2.49
XK,Kosovo,2012,<25,0.17,7,4.75,4.58,-0.07,8.0,3.24,3.31,,,,,0.26,6,3.95,3.69,0.13,7,3.77,3.64,-0.14,8.0,3.05,3.19,0.09,7,4.06,3.97,0.16,7,2.87,2.71
XK,Kosovo,2012,AGGREGATE,-0.01,8,4.16,4.17,0.3,6.0,3.71,3.42,,,,,0.0,7,3.83,3.82,0.27,6,3.48,3.21,0.01,7.0,2.96,2.95,-0.02,8,4.17,4.18,-0.01,8,2.54,2.55
AT,Austria,2014,25-39,0.03,7,4.79,4.75,-0.12,8.0,2.73,2.85,,,,,-0.51,10,2.34,2.85,0.07,7,3.75,3.68,-0.09,8.0,3.71,3.8,0.1,7,3.12,3.01,0.01,7,3.58,3.56
AT,Austria,2014,40-59,-0.05,8,4.61,4.66,0.19,7.0,3.12,2.93,,,,,-0.29,9,2.82,3.11,0.02,7,3.57,3.55,-0.1,8.0,3.92,4.02,0.18,7,3.23,3.05,0.09,7,3.67,3.58
AT,Austria,2014,60+,0.15,7,4.51,4.36,0.12,7.0,3.63,3.51,,,,,-0.66,11,2.97,3.64,0.0,7,3.54,3.53,0.34,6.0,3.79,3.46,0.06,7,3.3,3.24,0.06,7,3.59,3.52
AT,Austria,2014,<25,0.35,6,5.16,4.82,-0.01,8.0,2.69,2.7,,,,,-0.17,8,2.43,2.6,0.15,7,4.17,4.02,-0.1,8.0,3.79,3.89,0.23,6,3.01,2.78,-0.26,9,3.63,3.89
AT,Austria,2014,AGGREGATE,0.06,7,4.66,4.6,0.09,7.0,3.16,3.08,,,,,-0.44,10,2.73,3.17,0.03,7,3.65,3.62,0.05,7.0,3.82,3.77,0.13,7,3.21,3.07,0.03,7,3.62,3.59
BE,Belgium,2014,25-39,0.22,6,4.77,4.55,0.18,7.0,2.91,2.73,,,,,0.12,7,2.37,2.25,0.11,7,3.85,3.74,-0.25,9.0,3.99,4.24,0.15,7,3.05,2.9,0.08,7,3.63,3.54
BE,Belgium,2014,40-59,0.13,7,4.63,4.5,-0.13,8.0,2.95,3.09,,,,,-0.32,9,2.18,2.5,0.04,7,3.61,3.57,0.12,7.0,4.35,4.22,0.09,7,3.02,2.93,0.0,7,3.43,3.43
BE,Belgium,2014,60+,0.13,7,4.52,4.39,0.03,7.0,3.65,3.63,,,,,-0.4,10,2.7,3.1,-0.03,8,3.51,3.54,0.16,7.0,3.8,3.64,0.14,7,3.15,3.01,0.01,7,3.42,3.42
BE,Belgium,2014,<25,0.18,7,4.83,4.65,-0.17,8.0,2.55,2.72,,,,,-0.19,8,2.1,2.28,0.23,6,4.11,3.88,-0.04,8.0,4.32,4.35,0.16,7,3.01,2.85,0.04,7,3.87,3.84
BE,Belgium,2014,AGGREGATE,0.16,7,4.66,4.5,-0.05,8.0,3.08,3.12,,,,,-0.25,9,2.35,2.6,0.07,7,3.72,3.64,0.05,7.0,4.12,4.07,0.12,7,3.06,2.94,0.04,7,3.54,3.51
CH,Switzerland,2014,25-39,0.18,7,5.15,4.97,0.16,7.0,2.47,2.31,,,,,-0.34,9,2.45,2.79,0.05,7,3.95,3.91,-0.19,8.0,4.17,4.36,0.11,7,2.99,2.88,-0.0,8,4.19,4.19
CH,Switzerland,2014,40-59,0.08,7,4.88,4.79,0.02,7.0,2.57,2.55,,,,,-0.48,10,2.75,3.22,-0.18,8,3.67,3.85,0.18,7.0,4.37,4.19,0.12,7,3.02,2.89,-0.04,8,4.13,4.17
CH,Switzerland,2014,60+,0.13,7,4.85,4.73,-0.04,8.0,3.03,3.08,,,,,-0.51,10,3.04,3.56,-0.09,8,3.69,3.78,0.29,6.0,4.18,3.89,0.23,6,3.2,2.98,-0.07,8,4.08,4.16
CH,Switzerland,2014,<25,0.32,6,5.13,4.81,0.07,7.0,2.31,2.24,,,,,-0.16,8,2.5,2.66,0.1,7,4.11,4.01,0.16,7.0,4.73,4.57,0.26,6,3.06,2.8,-0.02,8,4.27,4.28
CH,Switzerland,2014,AGGREGATE,0.15,7,4.96,4.81,0.03,7.0,2.65,2.62,,,,,-0.41,10,2.74,3.15,-0.06,8,3.8,3.86,0.14,7.0,4.32,4.18,0.17,7,3.08,2.9,-0.04,8,4.15,4.19
CZ,Czechia,2014,25-39,0.12,7,4.55,4.43,-0.01,8.0,3.07,3.09,,,,,-0.2,8,1.65,1.84,0.05,7,3.36,3.31,0.33,6.0,4.08,3.75,0.11,7,3.53,3.42,0.09,7,3.47,3.38
CZ,Czechia,2014,40-59,0.18,7,4.33,4.14,-0.07,8.0,3.2,3.27,,,,,-0.23,9,1.72,1.95,0.02,7,3.19,3.17,0.19,7.0,3.8,3.61,0.13,7,3.45,3.32,0.07,7,3.29,3.22
CZ,Czechia,2014,60+,0.2,6,4.06,3.85,-0.03,8.0,3.85,3.88,,,,,-0.4,9,1.89,2.29,0.01,7,3.04,3.03,0.48,5.0,3.31,2.83,0.08,7,3.41,3.34,0.27,6,3.31,3.04
CZ,Czechia,2014,<25,0.09,7,4.78,4.68,-0.08,8.0,2.79,2.87,,,,,-0.14,8,1.39,1.53,-0.07,8,3.7,3.77,0.0,7.0,3.88,3.88,0.16,7,3.44,3.28,0.17,7,3.36,3.2
CZ,Czechia,2014,AGGREGATE,0.18,7,4.37,4.18,-0.07,8.0,3.29,3.36,,,,,-0.28,9,1.7,1.98,0.04,7,3.27,3.23,0.29,6.0,3.72,3.43,0.11,7,3.45,3.34,0.14,7,3.34,3.2
DE,Germany,2014,25-39,0.17,7,4.72,4.55,0.08,7.0,2.73,2.65,,,,,-0.12,8,2.25,2.37,0.0,7,3.82,3.82,-0.08,8.0,4.14,4.22,0.2,7,2.85,2.66,0.05,7,3.72,3.68
DE,Germany,2014,40-59,0.25,6,4.61,4.36,0.08,7.0,2.95,2.87,,,,,-0.32,9,2.34,2.66,-0.13,8,3.57,3.7,0.16,7.0,4.48,4.32,0.04,7,2.81,2.77,0.18,7,3.84,3.66
DE,Germany,2014,60+,0.31,6,4.5,4.19,-0.01,8.0,3.58,3.59,,,,,-0.46,10,2.43,2.89,-0.03,8,3.64,3.67,0.34,6.0,4.28,3.95,0.07,7,3.05,2.98,0.12,7,3.68,3.57
DE,Germany,2014,<25,0.32,6,4.81,4.49,0.08,7.0,2.44,2.36,,,,,-0.2,8,2.34,2.54,0.18,7,4.19,4.01,0.26,6.0,4.42,4.16,0.18,7,2.73,2.55,0.11,7,3.97,3.86
DE,Germany,2014,AGGREGATE,0.26,6,4.61,4.35,0.05,7.0,3.08,3.03,,,,,-0.32,9,2.35,2.67,-0.04,8,3.71,3.75,0.19,7.0,4.34,4.16,0.09,7,2.89,2.8,0.13,7,3.78,3.65
DK,Denmark,2014,25-39,0.27,6,5.16,4.9,0.09,7.0,2.84,2.76,,,,,-0.33,9,1.94,2.26,-0.06,8,3.96,4.02,0.01,7.0,4.4,4.39,0.22,6,2.82,2.6,0.03,7,4.29,4.26
DK,Denmark,2014,40-59,0.09,7,5.05,4.95,0.03,7.0,3.12,3.09,,,,,-0.32,9,2.19,2.5,-0.12,8,3.79,3.92,0.1,7.0,4.93,4.83,0.3,6,2.94,2.63,-0.03,8,4.42,4.44
DK,Denmark,2014,60+,0.24,6,5.09,4.86,-0.1,8.0,3.72,3.83,,,,,-0.46,10,2.38,2.84,-0.07,8,3.73,3.8,0.1,7.0,4.29,4.19,0.23,6,3.04,2.82,0.05,7,4.36,4.31
DK,Denmark,2014,<25,0.48,5,5.17,4.69,-0.12,8.0,2.62,2.74,,,,,-0.27,9,2.01,2.28,0.24,6,4.41,4.17,0.19,7.0,4.24,4.04,0.1,7,2.85,2.74,0.02,7,4.22,4.2
DK,Denmark,2014,AGGREGATE,0.22,6,5.11,4.88,-0.04,8.0,3.19,3.23,,,,,-0.37,9,2.17,2.54,-0.02,8,3.91,3.93,0.06,7.0,4.52,4.47,0.23,6,2.93,2.7,0.0,7,4.34,4.34
EE,Estonia,2014,25-39,0.11,7,4.54,4.43,-0.1,8.0,2.82,2.93,,,,,-0.69,11,1.85,2.54,-0.01,8,3.23,3.25,0.04,7.0,4.29,4.24,0.15,7,3.41,3.26,0.01,7,3.59,3.58
EE,Estonia,2014,40-59,0.1,7,4.14,4.04,0.08,7.0,3.22,3.14,,,,,-0.41,10,2.14,2.55,-0.13,8,2.88,3.01,0.13,7.0,4.01,3.87,0.09,7,3.58,3.49,-0.0,8,3.42,3.42
EE,Estonia,2014,60+,0.08,7,3.78,3.7,-0.0,8.0,3.75,3.76,,,,,-0.65,11,2.14,2.8,-0.28,9,2.7,2.98,0.22,6.0,3.72,3.5,-0.01,8,3.75,3.76,-0.04,8,3.39,3.42
EE,Estonia,2014,<25,0.13,7,4.56,4.43,-0.34,9.0,2.28,2.62,,,,,-0.16,8,1.82,1.98,0.06,7,3.64,3.58,0.14,7.0,4.44,4.29,0.3,6,3.36,3.07,-0.05,8,3.58,3.63
EE,Estonia,2014,AGGREGATE,0.18,7,4.19,4.01,-0.15,8.0,3.16,3.32,,,,,-0.58,10,2.03,2.61,-0.07,8,3.02,3.08,0.22,6.0,4.05,3.82,0.04,7,3.56,3.52,0.0,7,3.47,3.47
ES,Spain,2014,25-39,0.19,7,4.69,4.5,0.15,7.0,2.98,2.83,,,,,-0.4,9,1.97,2.37,0.15,7,3.86,3.72,-0.14,8.0,3.79,3.92,-0.05,8,2.6,2.65,0.04,7,2.94,2.9
ES,Spain,2014,40-59,0.16,7,4.5,4.34,0.06,7.0,3.18,3.12,,,,,-0.63,11,2.27,2.91,0.05,7,3.68,3.63,0.04,7.0,3.75,3.72,-0.1,8,2.69,2.79,0.09,7,3.13,3.04
ES,Spain,2014,60+,0.21,6,4.36,4.15,0.07,7.0,3.82,3.75,,,,,-1.3,14,2.72,4.03,0.26,6,3.74,3.49,0.34,6.0,3.75,3.41,-0.15,8,3.01,3.16,-0.08,8,3.11,3.19
ES,Spain,2014,<25,0.27,6,4.87,4.6,0.03,7.0,2.7,2.67,,,,,-0.3,9,1.96,2.26,0.05,7,3.98,3.93,-0.0,8.0,3.83,3.83,-0.05,8,2.63,2.68,0.04,7,3.26,3.22
ES,Spain,2014,AGGREGATE,0.2,6,4.54,4.34,0.06,7.0,3.27,3.21,,,,,-0.77,11,2.3,3.07,0.13,7,3.77,3.64,0.09,7.0,3.77,3.69,-0.1,8,2.76,2.86,0.02,7,3.1,3.08
FI,Finland,2014,25-39,0.05,7,4.97,4.91,0.22,6.0,2.63,2.41,,,,,-0.4,10,2.14,2.55,-0.1,8,3.78,3.89,-0.01,8.0,4.15,4.15,0.18,7,2.97,2.79,0.08,7,4.29,4.22
FI,Finland,2014,40-59,0.09,7,4.91,4.82,0.17,7.0,3.04,2.88,,,,,-0.7,11,2.37,3.07,-0.15,8,3.63,3.78,0.01,7.0,4.32,4.3,0.22,6,3.14,2.93,0.03,7,4.24,4.21
FI,Finland,2014,60+,0.15,7,4.7,4.55,0.01,7.0,3.65,3.64,,,,,-0.83,12,2.68,3.51,-0.21,9,3.39,3.6,0.19,7.0,3.96,3.77,0.14,7,3.33,3.19,0.06,7,4.2,4.13
FI,Finland,2014,<25,0.17,7,4.92,4.75,0.04,7.0,2.3,2.26,,,,,-0.54,10,1.98,2.53,0.0,7,4.01,4.01,0.23,6.0,3.66,3.42,0.24,6,3.06,2.82,0.1,7,4.3,4.2
FI,Finland,2014,AGGREGATE,0.12,7,4.84,4.72,0.08,7.0,3.13,3.05,,,,,-0.69,11,2.41,3.1,-0.14,8,3.61,3.75,0.09,7.0,4.08,3.99,0.17,7,3.17,3.0,0.06,7,4.24,4.18
FR,France,2014,25-39,0.3,6,4.63,4.33,-0.16,8.0,2.94,3.1,,,,,-0.44,10,2.11,2.55,-0.0,8,3.82,3.82,0.24,6.0,3.95,3.71,0.15,7,2.94,2.79,0.02,7,3.35,3.33
FR,France,2014,40-59,0.24,6,4.36,4.12,0.03,7.0,3.29,3.25,,,,,-0.36,9,2.24,2.59,-0.02,8,3.7,3.72,0.3,6.0,4.16,3.85,0.04,7,2.91,2.86,0.01,7,3.28,3.26
FR,France,2014,60+,0.38,6,4.26,3.88,-0.12,8.0,3.69,3.81,,,,,-0.6,11,2.47,3.07,-0.08,8,3.61,3.69,0.54,5.0,4.12,3.58,0.05,7,3.21,3.16,0.01,7,3.35,3.34
FR,France,2014,<25,0.35,6,4.78,4.42,-0.13,8.0,2.58,2.71,,,,,-0.49,10,1.92,2.41,0.05,7,4.1,4.05,0.28,6.0,3.92,3.64,0.18,7,3.04,2.86,-0.23,9,3.38,3.61
FR,France,2014,AGGREGATE,0.32,6,4.43,4.11,-0.09,8.0,3.28,3.37,,,,,-0.48,10,2.26,2.74,-0.03,8,3.74,3.77,0.37,6.0,4.08,3.71,0.08,7,3.03,2.96,-0.01,8,3.33,3.34
GB,United Kingdom,2014,25-39,0.28,6,4.73,4.44,0.1,7.0,3.11,3.02,,,,,-0.1,8,2.27,2.37,-0.0,8,3.69,3.7,0.46,5.0,4.23,3.78,-0.0,8,2.81,2.81,0.33,6,3.84,3.51
GB,United Kingdom,2014,40-59,0.28,6,4.57,4.29,0.12,7.0,3.41,3.29,,,,,-0.28,9,2.22,2.49,-0.07,8,3.38,3.45,0.18,7.0,4.1,3.92,0.08,7,3.06,2.98,0.04,7,3.51,3.47
GB,United Kingdom,2014,60+,0.1,7,4.48,4.39,0.11,7.0,3.99,3.89,,,,,-0.64,11,2.46,3.09,-0.31,9,3.47,3.78,0.19,7.0,3.92,3.73,0.13,7,3.34,3.21,-0.12,8,3.48,3.6
GB,United Kingdom,2014,<25,0.2,6,4.68,4.48,-0.06,8.0,2.97,3.03,,,,,-0.04,8,1.94,1.98,0.15,7,4.02,3.87,0.69,4.0,4.11,3.42,0.15,7,2.87,2.72,0.1,7,3.74,3.64
GB,United Kingdom,2014,AGGREGATE,0.2,6,4.57,4.37,0.12,7.0,3.56,3.45,,,,,-0.36,9,2.3,2.66,-0.13,8,3.52,3.65,0.25,6.0,4.05,3.8,0.09,7,3.11,3.02,0.04,7,3.57,3.54
HU,Hungary,2014,25-39,-0.11,8,4.22,4.33,-0.03,8.0,2.93,2.96,,,,,-0.37,9,1.86,2.23,-0.06,8,3.11,3.17,-0.25,9.0,3.92,4.18,0.18,7,3.71,3.53,-0.04,8,3.1,3.14
HU,Hungary,2014,40-59,0.02,7,3.99,3.96,0.14,7.0,3.14,2.99,,,,,-0.29,9,2.18,2.47,0.07,7,2.95,2.88,0.04,7.0,3.96,3.92,0.09,7,3.66,3.57,-0.15,8,3.04,3.19
HU,Hungary,2014,60+,0.08,7,3.64,3.56,-0.09,8.0,3.53,3.62,,,,,-0.84,12,2.38,3.22,0.13,7,2.68,2.55,0.29,6.0,3.71,3.42,0.05,7,3.68,3.63,-0.18,8,3.06,3.24
HU,Hungary,2014,<25,-0.12,8,4.43,4.55,0.13,7.0,2.78,2.65,,,,,-0.32,9,1.86,2.19,0.32,6,3.76,3.44,0.09,7.0,3.91,3.82,0.1,7,3.56,3.46,-0.09,8,3.15,3.24
HU,Hungary,2014,AGGREGATE,0.03,7,3.97,3.94,-0.01,8.0,3.19,3.2,,,,,-0.54,10,2.15,2.69,0.12,7,2.99,2.87,0.11,7.0,3.86,3.75,0.09,7,3.66,3.57,-0.13,8,3.07,3.21
IE,Ireland,2014,25-39,0.13,7,4.66,4.52,0.02,7.0,2.98,2.96,,,,,-0.44,10,2.82,3.27,0.19,7,3.52,3.33,0.36,6.0,3.67,3.31,-0.01,8,2.76,2.77,0.06,7,3.53,3.47
IE,Ireland,2014,40-59,0.09,7,4.57,4.48,0.15,7.0,3.28,3.13,,,,,-0.49,10,3.26,3.75,-0.07,8,3.27,3.35,0.23,6.0,3.7,3.47,0.08,7,2.95,2.87,-0.02,8,3.39,3.4
IE,Ireland,2014,60+,0.12,7,4.41,4.29,0.17,7.0,3.82,3.66,,,,,-0.3,9,4.16,4.46,-0.05,8,3.28,3.34,0.2,6.0,3.41,3.21,0.06,7,3.16,3.1,0.1,7,3.61,3.52
IE,Ireland,2014,<25,0.2,6,4.82,4.62,0.16,7.0,2.95,2.79,,,,,0.1,7,2.76,2.66,-0.01,8,3.92,3.93,0.08,7.0,3.48,3.4,0.03,7,2.7,2.68,-0.22,9,3.43,3.65
IE,Ireland,2014,AGGREGATE,0.12,7,4.56,4.44,0.14,7.0,3.38,3.24,,,,,-0.34,9,3.44,3.78,0.01,7,3.4,3.39,0.23,6.0,3.57,3.34,0.05,7,2.96,2.91,0.03,7,3.51,3.48
IL,Israel,2014,25-39,0.16,7,5.04,4.89,0.16,7.0,2.64,2.48,,,,,0.14,7,3.14,3.0,-0.03,8,3.39,3.42,0.17,7.0,3.77,3.6,0.09,7,3.39,3.3,-0.03,8,3.04,3.07
IL,Israel,2014,40-59,0.14,7,4.81,4.66,0.15,7.0,3.02,2.87,,,,,-0.05,8,3.12,3.17,-0.11,8,3.26,3.37,0.14,7.0,3.76,3.62,0.01,7,3.32,3.31,0.05,7,3.24,3.19
IL,Israel,2014,60+,0.24,6,4.66,4.41,0.01,7.0,3.74,3.73,,,,,0.13,7,3.0,2.87,-0.08,8,3.14,3.22,0.44,5.0,3.76,3.32,0.06,7,3.3,3.25,0.1,7,3.42,3.32
IL,Israel,2014,<25,0.24,6,5.15,4.91,0.05,7.0,2.45,2.4,,,,,-0.1,8,3.19,3.28,0.07,7,3.58,3.51,0.12,7.0,3.76,3.64,0.05,7,3.53,3.48,-0.18,8,3.16,3.34
IL,Israel,2014,AGGREGATE,0.21,6,4.87,4.66,0.06,7.0,3.09,3.03,,,,,0.06,7,3.1,3.04,-0.05,8,3.3,3.35,0.25,6.0,3.76,3.51,0.06,7,3.36,3.31,0.01,7,3.24,3.22
LT,Lithuania,2014,25-39,0.12,7,4.31,4.19,0.15,7.0,3.16,3.01,,,,,-0.53,10,2.4,2.92,0.13,7,3.3,3.16,0.32,6.0,4.33,4.01,0.22,6,3.82,3.6,-0.2,8,2.96,3.16
LT,Lithuania,2014,40-59,0.09,7,3.96,3.87,0.12,7.0,3.35,3.22,,,,,-0.69,11,2.63,3.32,-0.06,8,2.92,2.98,0.35,6.0,4.04,3.69,0.03,7,3.76,3.73,-0.12,8,3.07,3.19
LT,Lithuania,2014,60+,0.17,7,3.54,3.36,0.06,7.0,3.98,3.92,,,,,-0.87,12,3.3,4.17,-0.15,8,2.54,2.68,0.38,6.0,3.23,2.85,-0.08,8,3.88,3.96,-0.05,8,3.12,3.16
LT,Lithuania,2014,<25,0.13,7,4.62,4.49,-0.11,8.0,2.58,2.69,,,,,-0.61,11,2.07,2.68,0.12,7,3.87,3.75,0.41,5.0,4.3,3.9,0.18,7,3.56,3.37,-0.26,9,3.15,3.41
LT,Lithuania,2014,AGGREGATE,0.2,7,3.99,3.8,-0.01,8.0,3.39,3.4,,,,,-0.81,12,2.71,3.52,0.04,7,3.02,2.98,0.46,5.0,3.88,3.42,0.01,7,3.76,3.75,-0.12,8,3.08,3.2
NL,Netherlands,2014,25-39,0.14,7,4.8,4.66,0.09,7.0,3.02,2.92,,,,,-0.33,9,2.21,2.54,0.01,7,4.07,4.06,0.01,7.0,4.3,4.29,0.26,6,2.96,2.7,-0.06,8,3.87,3.93
NL,Netherlands,2014,40-59,0.1,7,4.66,4.56,0.05,7.0,3.38,3.33,,,,,-0.2,9,2.19,2.39,-0.14,8,3.78,3.92,-0.0,8.0,4.35,4.36,0.18,7,2.87,2.69,0.11,7,3.98,3.86
NL,Netherlands,2014,60+,0.24,6,4.61,4.37,-0.24,9.0,3.66,3.9,,,,,-0.35,9,2.58,2.94,-0.06,8,3.76,3.83,0.38,6.0,4.4,4.02,0.07,7,2.9,2.83,0.11,7,3.83,3.72
NL,Netherlands,2014,<25,0.2,7,4.78,4.58,-0.04,8.0,2.82,2.87,,,,,-0.29,9,2.07,2.35,-0.11,8,4.25,4.36,0.18,7.0,3.97,3.79,0.21,6,3.03,2.82,0.08,7,3.97,3.89
NL,Netherlands,2014,AGGREGATE,0.16,7,4.67,4.52,-0.02,8.0,3.38,3.4,,,,,-0.26,9,2.35,2.6,-0.09,8,3.87,3.96,0.15,7.0,4.34,4.19,0.16,7,2.91,2.75,0.07,7,3.9,3.83
NO,Norway,2014,25-39,0.37,6,5.09,4.72,-0.08,8.0,2.72,2.81,,,,,-0.26,9,1.99,2.24,-0.04,8,3.93,3.97,0.3,6.0,4.32,4.01,0.13,7,2.89,2.76,-0.07,8,4.27,4.34
NO,Norway,2014,40-59,0.22,6,5.06,4.84,0.06,7.0,3.01,2.95,,,,,-0.39,9,2.05,2.43,-0.17,8,3.7,3.88,0.18,7.0,4.66,4.48,0.16,7,2.92,2.76,-0.06,8,4.33,4.39
NO,Norway,2014,60+,0.14,7,4.9,4.76,0.07,7.0,3.66,3.59,,,,,-0.7,11,2.37,3.08,-0.13,8,3.57,3.7,0.24,6.0,4.33,4.09,0.2,6,3.19,2.99,0.01,7,4.2,4.18
